text,native,who
um I would just say just keep grinding away yeah I wouldn't say keep believing cuz I think that's nonsense I didn't believe I was going to be in F1 and I'm here so uh I don't think you need to believe in yourself to be honest um I think it helps and maybe it's a good thing but I don't think you need it um some people maybe like it more than others um but as long as you're working hard in the meantime uh I think that's the most important thing so I worked hard to be here but uh I didn't believe I would be here so yeah I think that's really the best thing,1,Lando
yeah where would I like to be uh still here Formula 1 I don't know to be honest I'm not sure I don't know,1,Lando
um I'm excited beginning of 2023 um full of unknowns new car new livery new helmet new everything so uh this is like the most exciting but unknowing unknown times so I love it I love the beginning of the season,1,Lando
a mix of a mix of Italian with Japanese with a mix of uh Chinese and you just mix those three together I think you got an interesting combo,1,Lando
what was I listening to I see one called antisocial is what I am I I don't know the name of who sings it but it was uh when I was in Dubai founded in Dubai that's what we listened to every car Journey it was antisocial,1,Lando
my favorite thing in the winter break I was going to Finland uh basically everything that we did in Finland I did Ice rallying ice karting ice driving snowmobiling husky riding I didn't do skiing sadly uh yeah going to Finland I'll just say as a whole going to Finland,1,Lando
to be honest we're so busy with formula one there's not many things you get to do outside of race but uh the obvious one is quite expand quadrant bring on more people um make all the videos more content whatever it is quadrant is going to be bigger and better this year so that's number one number two there is a number two,1,Lando
tough one proudest um proudest moment uh my first podium I don't know if that's like just best moment or proudest first party with Formula One um the one two we had in Monza for McLaren like there's a team thing that's probably that meant even more,1,Lando
uh I do I'm actually wearing it right now it's a bit more like casual more chilled not like F1 racing cars but like no just tough hopefully you don't mind to wear more at home chilling out yeah more casual Vibes rather than racing Vibes it is out now uh I'm sure there's gonna be a link below in the description but you can only buy it once you subscribe to this YouTube account yeah that's how it works and now nowadays I'm afraid so you have to subscribe to the YouTube channel then you can go on to the store um and then you can buy it if you want it,1,Lando
um because Ash made me choose it I didn't really want it but Ashley made me choosing them before so yeah I mean that that's the reason right because it just looked good in the logo because I wanted number 46. 46 I didn't want 46 but the number I grew up with was 46.  but I never had any number which meant anything to me because I changed like janetra had 11 I think then I had 31. uh in F4 I had 31 I think that in F3 um F2 I had then two I think or something you know I had maybe 11. um so I didn't know what to do but now I've done before just because I mean it goes perfectly with the logo L N 4.,1,Lando
but you can just name one I think three's quite a lot something on my bucket list yeah higher balloon okay I think I just don't have a bucket list so I don't know what to say that's my bucket list maybe my bucket list to make a bucket list,1,Lando
first Contender is Japanese Grand Prix 2019 second Contender is Mexico actually my favorite all-time in surrounding generosity the blue and yellow 100 in 2019 2019 was a good year pretty much had a new helmet every single race um but of those the ones I love the Japanese one uh because it's hand painted very different all the rest of them and Mexico one just because it's colorful bright uh seems just good good fun good looking helmet that's it,1,Lando
it's delicious yeah I'm excited every day to have it I used to have like a wrap or I say it is around it's a wrap of that,1,Lando
am I willing to tell them or oh this one it's actually a new one um from my grandma she gave it to me for Christmas um the next one from a fan this one uh also from a fan this one I bought myself I don't know why just thought I would and treats myself and that's it,1,Lando
same old same old I don't really need to change too many things to be honest just keep working keep doing what I have been doing but also do even more help the team more work even harder help in more areas um and lead in as many ways as I can simple as that,1,Lando
one of the nicest ones is the one I've got I've got a Max when we're playing golf um he's just walking like a like the opposite side of a little Pond from me so it has him and then obviously the reflection of him in the water so when you flip it it's that clear it's hard to see which one's actually the real one versus uh the reflective one nice that's a nice one um and then probably something for my last trip in Finland with like white backgrounds and snow everywhere uh then the contrast of people in jackets and stuff in different colors,1,Lando
uh the thing I've improved the most on probably like uh mentally coping with all the different situations things going on strategy looking after tires fuel uh focusing on the race racing people while doing that um just mentally coping with all of these things and being able to go from chatting to someone five minutes before the race to then suddenly clicking putting your helmets on and then only thinking off of the race so going from like relaxed to Game Face kind of thing um I can get into that easier and change into that easier and quicker,1,Lando
what is that that's not human it's sick but I'm doing ghost listening to wherever it's called ghost hunting,1,Lando
so chaps uh we got time for today uh question wise thank you for sending in so many questions um we do one last time one last question one last question what's one last question Ash he's not prepared sorry sorry about this,1,Lando
uh I don't know I think I would just want to go back to being like super young like back to when I was you know four five six years old or something and compare that to where I am now just to see the difference of when you're a kid versus when you're an adult but uh that's it I think nice otherwise my podium in Austria um that's all so that was it that was the last question that's it that was a good one good one to end up but yeah we've been shooting my merch today new merch uh it's out now once again uh in store click on the link below in the description but that's all seasons starting soon um back in the race car very soon so hold once again see you very soon cheers everyone bye-bye,1,Lando
"yeah, I thought it was um I thought it was a good race until then clearly a little bit on the back in terms of overall pace comparing to Max you know the first and second stint he would always just edge away that little bit little bit but they just seem to make a lot more mistakes and what we did, you know they mess up their Pit Stop which is rare from them but clearly a bit of pressure from their side and they started to slip up a little bit um but I felt like I drove a good race you know I kept myself in the fight the whole time, it was very difficult on track to make easy to make mistakes, difficult to drive because of the wind and conditions and things like that, just feel let down, you know a lot of damage to the car, the car's completely destroyed now so in some type forance I think it's a shame. ",1,Lando
"still I got back to the pits in a better way, I could have probably gone out and gotten some points but the car was too badly broken so I don't know. what I meant to say I did all I could. I gave a fair respect you know on the edge of Battle but that's not what I got in return.",1,Lando
"it's not for me to say, it's for him to say something, I did nothing wrong. He was the one in the wrong so he's the one that should say something not me.",1,Lando
"I mean a lot of it was pretty straight forward and I was very comfortable with the course, there were a couple moments which were a little bit too close for my liking um but it was good you know the car has been Mega all weekend I feel like I've been in good form the whole weekend I've been able to just be comfortable and execute well and get the most out of the car um even when it's not been easy to drive, it's been easy to make mistakes and things and a couple of those mistakes I paid the price for today but we were just quick you know and as soon as I got back in a good rhythm we were quick again so uh was a good day it's been a great weekend in fact um mistake free really from my side apart from a couple things today and a weekend executed exactly how I planned for and exactly how I want to I want to execute weekends but nevertheless still a tough one and not easy even with how quick we've been so a satisfying one.",1,Lando
"mentally tough you know physically tough sweating a lot it's pretty hot in the car it's extremely hot in the car actually you know like we're in tough conditions for us as drivers is it's not easy this is um it doesn't look it on the TV but let me let me assure you inside the car it's it's tougher than a lot of sports and um it's tougher than what it looks and we're performing at the top level of what we can perform as humans it's why we're athletes but that's the task you know that's my job is to make sure I'm fit and performing well and that is a little bit part of it especially on a race weekend like we have today and a race like we had today, but it's tough to manage as soon as you relax a little bit too much you can make mistakes because you're not focused and as soon as you push a little bit too hard you can also make mistakes you know so it's a challenge it's not easy out there but it's good fun ",1,Lando
"I mean I would have the fastest SLP but Daniel got me at the end so I'll give it to him you know but I would have loved to I mean it's been a great weekend for F1 I was second but the rest we've been on top and we've been quickest so would have it was nice to do the whole thing together but this is what I got to do, it is what I need it's what we need to do as a team I mean we've executed things perfectly as a team and especially to get Oscar go P3 today but we need to do it every race till the end of the year if I want to have a chance to get Max but we're working hard and if I keep doing one of them this weekend then it's definitely possible.",1,Lando
um honestly I don't know I mean turn one ruined my chances of everything uh I went off in turn one uh I just tried to avoid any contact with people on the inside and I just misjudged the curb and then I bottomed out on the curb and I've gone off so a bit stupid honestly uh almost embarrassing um actually was embarrassing but um the pace was very good the the car performed well actually felt pretty comfortable out there and in in good shape um just overtaking was impossible so bit stuck ,1,Lando
uh no not really they had track position from the beginning and track position was uh was King today so um no I thought everyone just uh doubts them doubts what Mercedes can do they've been almost just as quick as us for the last month um just everyone underestimates what they can do and on a day like today they just do what they are very capable of doing and um it's a good job so fair play to them ,1,Lando
wasn't even a battle I couldn't even get close so I was close just you lose like a 1 second in Middle sector following and you can't do anything after that so bit frustrating um couldn't make more progress cuz I felt like the pace was good in the car but um just not the pace to uh to go forward,1,Lando
I think the only positive to take is that we have good reliability but everyone around us did too so um ultimately I think we we didn't have the race best today I'm not quite sure why I think even if IID started further ahead would have been hard to have even if I was ahead of Ferrari Ferraris or they would have out ahead they just had more Pace than us so but they had an upgrade this weekend and we didn't and so it's just how it goes there'll be a race hopefully that we'll have an upgrade and others won't and we'll be stronger maybe but uh it's very very fine um margin small margins yeah between all us uh and yeah unfortunately today we just didn't have the pace we had more de than the cars ahe I could have probably done a one stop but I would have come out the exact same place,1,Lewis
I don't know I think I mean look at the race Trace I think McLaren had the pace they just pushed too hard they were doing much too faster laps early on and killed their tyres and and they I guess they they literally had planned for a two stop that's why they were pushing so hard they just backed off and gone longer they could for sure have made a One Stop um but I could tell I I was getting the information of the ti The Times They were doing and there's no way your tyres are going to last at that pace um and um Charles did a fantastic job today so really well done to him for us uh uh we were planning to do a one stop my tyres were just dropping off just trying to hold on to uh to Carlos so uh definitely unexpected but as I said they had an upgrade this weekend so it was inevitable they would be quick compared to us but uh yeah we wish I wish we were closer and more in the fight but um onwards and upwards,1,Lewis
yeah can't stop crying I think uh you know it's been since 2021 I just every day getting up trying to fight to train to put my mind to the task and work as hard as I can with this this amazing team and this is my last race here at the British Grand Prix with this team so uh I wanted to win this so much for them because I love them I appreciate them so much all the hard work they've been putting in all over these years I'm forever grateful to to everyone in this team everyone at Mercedes and all of our partners and uh and then otherwise too all our incredible fans I could see you lap by lap as I was coming around and there there's just no greater feeling as to to finish at the front here ,1,Lewis
I it's so tough I think for anyone um but I think the important thing is just how you continue to get up and and you got to continue to dig deep even when you feel like you're at the bottom of the barrel I mean there's definitely been days between 2021 in here where I didn't feel like I was good enough or whether I was going to get back to where I am today but the important thing is I had great people around me continuing to support me my team every time I turn up and see them putting in the effort that really encouraged me to do the same thing and and otherwise my fans when I see them around the world they have been so supportive so uh a big big thank you to everybody back at the factory everyone here I love you guys and God bless you ,1,Lewis
and after a bad start to recover and get back into P3 is really really really great job really happy with particularly my second and last stint were very very strong and I think the first one I was just recovering from such a bad start so uh that was a little bit more tricky but yeah uh we're getting there we're getting closer and big big thank you to the team because we're slowly closing the Gap ,1,Lewis
yeah uh with George well firstly with with Carlos um I mean they short in the DRS so not so easy to follow through the last corner and I really had to pull this move off as early as possible and so he he moved over but didn't completely the inside so I went for the inside um and yeah was very very close you know very close between us he tried to hold hold and stay on the outside but um I left him a little bit of room but uh it was nice and nice and tight ,1,Lewis
ah this is the best weekend I've had all year so and for a long long time for like 15 races or something crazy so it's good to to be back it's good to have battles like today it's good to reassert and reaffirm thanks,1,Lewis
I hope so the last race is the cars have not been too bad it's just the other's been faster so I think this this weekend I think the Red Bulls are going to be um particularly quick I think they're going to be the really hard ones to beat with their package has been great in a lot of the races this year so um time will tell ,1,Lewis
no I think I think it it does change it's changed quite a bit they're a lot more lenient a lot more relaxed on the rules that were previously set it's not really a ruling rules aren't really there anymore so um but fair play. ,1,Lewis
it kind of seems like it really but you know maybe they wake up on the wrong a different side of the bed and then you'll get the rule for the role that they they had written but uh the penalty for the rule they've written but um all right it looks like they're being more lenient and just not bothering with a lot of the rules now so that's good for the driver to know and you maybe position yourself slightly different you could be more aggressive and not have to worry um of the consequences necessarily but what president Matt sets will be interesting ,1,Lewis
it will definitely it will definitely come up um you know obviously we're dealing with the different um head of stewarding as well you know different philosophy from you know we had Charlie for so long who was really at the Pinnacle of that and now it shifted and um so just would be interesting to see how what the trend is moving forwards um and all he ever asked was consistency but if they're they're not throwing penalties at the rules that they've written before then there is that would be the consistent trend and if racing is people who enjoy that more no problem we'll rest at that,1,Lewis
uh i don't necessarily have an update for you what i can say is that there's um constant constantly a lot of work going on in the background and the goal is to have something to to deliver hopefully i think um i think it's june or July i've been on plenty of commission calls um that again the goal is to make sure that this is not just like any other uh commission is something that actually really delivers and um we're able to kind of come up with recommendations understand what those barriers are and so you can fully address them and create pathways for minorities to come into stem subjects ,1,Lewis
well i'm fully invested in in this season and and in delivering i still love what i do um i think i you know going back to earlier on just generally in a fortunate position that i don't have to commit to multiple years so i chose to have a one-year deal so then i could see how the year goes and where the where where we're at mid mid-year or towards the end of the year who knows whether we'll be in still in a pandemic and yeah so um but it doesn't mean i'm not committed i'm still very very committed to to the sport what i'm really focused on is is trying to make sure that in last year you all wrote some really great reports i think there was a lot of great discussion around this diversity issue and it still remains an issue to this day and it's not going to change overnight but it's what's really important is to make sure that we are actually delivering and actually taking action and i'm really really proud of of my team here who i'm already seeing steps that we're that we started taking last year towards particularly towards the end of the year we're starting to see that progress you know little by little and it just takes one step at a time of course so that's kind of my driving force this year too to make sure that um we continue to push for accountability and and um and on top of that hopefully i can deliver some good performances,1,Lewis
yeah absolutely that's a good point and i going back to you know as i said you know i'm very very proud of mercedes for being open-minded uh to change and really not just taking the smallest of steps really taking a step back seeing what we can do they've we've done a real deep dive into what we can do here at the not only at the factories but back at mercedes-benz and so for them to be open to to putting a foundation together and really putting some um money towards pushing for real systematic change within our own organization i think is is fantastic and if we really do do what we're planning to do i really think we're going to create and open up pathways for young minorities to get into stem subjects and and i'm really hopeful that in the future we see it just being more diverse because it just it works out better for everyone,1,Lewis
um that's not really been discussed and i don't really know what i could what i would be doing differently of course safety is going to be key and of course i do not want to miss a single race this year so i think we did 99 99 of the time or 99.8 whatever it was last year was pretty spot-on in terms of how um we conducted ourselves and and we're just really really unlucky it's difficult to be 100 safe as you know but it will be a i would imagine reduced travelling will be a lot of time at home in a small a small bubble like everyone else is working on and that's kind of it for now but i will coordinate with the team what is the best way forwards,1,Lewis
what's success off track like yeah so non-racing non-performance like um i think it's working on partnerships it's uh collaborations i have um in the past I've particularly like at the beginning of last year collaborations with tommy hilfiger I've had designed a clothes collection that i got to be fully hands-on and really uh get to design everything with the team so there's a lot of a learning process with that i got to push it to be sustainable for example the last collection was 80 using the sustainable materials and some of them were and so that's for me when you get at the end of the year and you see the result of something that you've been working on um whilst you know alongside something else that you're fully focused devoted to that feels successful you know that for that for example was unisex it was open to everyone um last year i i started off the year and you know i made a post i didn't know what reaction what the reaction would be i wasn't really expecting anything back but i was really kind of blown away to see the response and then kind of the steps that were taken after and as i said now i'm i'm back at my team i see already change in the system and plans being made and that for me is success in the in the in the background where you're actually impacting people's lives,1,Lewis
uh time will tell i guess i mean it's not like it's my first rodeo i think i've been in this position where at least i've been asked a question for a period of time so um yeah i don't really feel pressured in that sense i mean naturally i have continued to have a huge belief in and and always better myself um in terms of i know what it takes to deliver and i think i have an extraordinary relationship with mercedes that's incredibly deep and i think there's there's more than just this racing that we will probably end up doing together as you're already seeing with this foundation there's a lot of there's a lot of great things that we can do moving forward so that would be a constant discussion through the year i'm sure and um and in terms of whether i want to just whether this is where i want to continue the is if this is the road that i want to continue down it will come to me i'm sure,1,Lewis
what uh it's a good question i think what I've made a really important decision in my mind is that that's i don't want that to be the deciding factor um i got into racing because i loved racing and i think that's got to always be at the core of what i do like if i don't love racing if you start if all you're going for is accolades before you're going for his titles i think he can kind of i don't know i feel like i could potentially lose my way so it's it's um of course it's the ultimate dream but i'm not really i don't think that's necessarily going to be the one the deciding factor whether i stay or keep going um i think it's more whether i'm when i put that helmet on i'm still it's still i still have that smile when i leave the garages whether you know it's going back to do you enjoy it and you know last year was a a really tough year for everyone including me and but i think it was there was some really impactful moments will that be the case this year we'll see will i enjoy it as much we'll see i mean i'm excited now currently so i'm sure i will um so yeah,1,Lewis
well as you may or may not know i don't really do simulator stuff so um i've done i have not done a lot of laps on the simulator maybe uh i'll be guessing i've maybe done 30 laps or something like that the problem so my the problem with the sim for example is we've got a new tire this year so they can send an idea of what the tire model is but it's we want we won't know until we get to the track and we test the tire when we get to bahrain and then i can come then i'll feed back the information of,1,Lewis
how the tire behaves through the corners then it can update the sim and i really kind of need to be here to to update it to say yes that's how it feels at the track so right now it's a it's a kind of guesstimate of what the tire might feel like also the error package has shifted but that combined with those tires,1,Lewis
it just i don't like to take too much from it so we have lost a rear downforce and that can play a significant role especially with the tyres dropping off in performance also with these new pirellis they're more reliable or supposed to be more reliable but they have less grip and i think they're probably around eight tenths off um the last year's tires so undoubtedly the rear of the car could potentially be sliding around more and more thermal degradation this year so you might see more stops potentially but that's all guessing really maybe others have lost less downforce and maybe they'll be in a better position,1,Lewis
um i mean ultimately to each their own i think to i mean everyone has to make their own decision i think it's um a symbolic gesture and i think that it at certain times it can be really impactful i think we're entering into another year at the moment it's not been decided what we'll do but we i think we're all meeting when we get to um to Bahrain so i'm sure that'll be part of the discussion with stefano for example and i think it's i don't think it's the most important thing that everyone goes and takes the knee i think it's more the action that we take in the background you know and it is true at the moment that we what's really important is that things pass and things die down it's important to continue to it is it continues to be an issue that that affects my day-to-day life and so many people out there and i think that it's really important just to continue having that conversation you know going back to that accountability thing really continuing to hold uncomfortable conversations with people because um change is possible and change is needed so um yeah we'll see how we can collectively work together to have to make sure we're more leaders we're leading more in this sport and and it's not necessarily having to be taking the knee if you know what i mean,1,Lewis
um in terms of the other drivers i mean it's it ultimately is down to them what they decide to do um i think you saw last year there was obviously a mixture in in terms of some of us taken on the in some not um as opposed to sometimes you've seen another sports where everyone was united together i think but again it's it's it is down to choice it is down to um education i think is a is a part of it what are what i want to see and and i would like to see is just it's creating opportunity for people that you know and what you saw in austria for example a young black girl on the podium for the first time in 70 years that created um that created an awareness young particularly young black girls and girls in general i think saw that that's an actual real possibility to go into becoming an engineer and sparking those kind of um you know those those kind of reactions and and and actually having company for example mercedes is now partnering with um some of the schools in london and creating you know just as so that they're putting attention elsewhere creating a bigger pool and a bigger opportunity for people to get into those stem subjects that perhaps weren't previously done and what i'm i'm not aware of is any other team firstly doing that i'm not aware of any other team acknowledging that is even an issue and those are things that i feel that um need to change this year and it goes back to that accountability we can all do more a lot of these brands that we work with are um sell cars to people from all different backgrounds and make their money from people from from the outside world i feel like from inside it needs to reflect the outside world ,1,Lewis
um really don't know i think um the ferraris obviously were previously uh strong if they can get their engine right i heard they have essentially have a new engine maybe things will turn around for them um so yeah i don't particularly have an opinion on either i think it's great that they both have i think strong positions and um be interesting to see how how they perform in terms of consistency and deliverables through the year,1,Lewis
have to ask him that question i'd i'm not there yet so i don't know what problems comes when you get to 38. isn't he 30 isn't he 40. 39 yeah i'm sure he's fine,1,Lewis
um i think it's the kind of the shut off at the end of the year kind of um taking time away from myself um it wasn't the easiest of breaks i think it's also you know i continue to be kind of conscious of what's happening in the world and you know posting pictures and celebrating of things such as a contract being signed is kind of not really important to me and i don't really that's not really a message that i want to be sending out to people who are losing families who are losing relatives still to you know who are struggling and pandemic you know that's just not just kind of just not where i'm at so i just kind of kept to myself i was focused on on my my recovery because it wasn't um a quick a quick situation and and getting myself back to um you know full strength and getting the deal done and um and working on some personal relationships that i have um so yeah,1,Lewis
I thought it was a good move um I broke late and uh left left plenty of space and uh you know we got through and um I knew I had to to do that to try and give myself the best chance to win the race so for me it was good,1,Piastri
not really I mean we uh yeah we we thought from pretty early on it was a two stop um you know I knew that that Lando had pitted onto a two stop obviously and it just felt very risky to try and go for a one at that point my left front tire was was very grained and I had still to do 15 more laps so um yeah obviously in hindsight staying out would have been the right thing but you know I think in Charles's position if the One Stop didn't work for him he would have finished third and if he did a two stop he would have finished third so why not try something a bit different in case it works and uh yeah when you're leading the race it's um yeah a tough decision to make,1,Piastri
um yeah I mean I was uh I think the pace was about what I expected it was just that I was hoping he was going to fall off a bit um I think he kind of went through the same kind of graining and then it it seemed to clear up for him which I didn't expect uh you know in in all of practice and even on the medium as soon as the the front tyre started to grain it was basically game over um so yeah I was a bit surprised that it did kind of came back to him and he could maintain that pace um yeah just obviously in hindsight it's it's uh a great thing to know but um at the time I think what we did was a sensible strategy,1,Piastri
I don't think so I mean we we're both racing drivers we're you know we still got eight more races left and I gave myself the best chance to win that race and uh you know race wins don't come around very often we got three between us so um you know it's it's always a difficult decision of course um but yeah you know we of course are a bit disappointed I guess that we're not first second and we're second and third but uh yeah for me it was a sensible strategy just yeah you know I think those are kind of Championship winning days obviously not race winning days but uh yeah uh you know I think there was probably a more than 50/50 chance that that goes wrong and uh you know you can kick yourself at the end of the day of a long Championship with with if that kind of thing goes wrong obviously now it hurts um but if it had have gone wrong and we had have lost the champion the constructors by that amount of points you know I think we would have felt pretty pretty terrible at the end,1,Piastri
yeah I mean I tried at the start of the race to to get in front but um once I dropped out of DRS I I just didn't have the pace and uh after the after the stop I I saw we were pretty close again and um I felt like we had a little bit of extra grip and and I had to go for it because I knew that if I didn't get past I was uh didn't get past at the start of the S I was never going to get past so um went for a a pretty big lunge but um managed to to pull it up and then hung on for de life for the next 35 laps so um yeah the the last couple of laps once he dropped out of DRS were a little bit more relaxing but there's no such thing as a relaxing lap around here so it was uh it was hard work but no I think that definitely goes down as one of my one of my better races in my career,1,Piastri
yeah I think considering where we started when I joined the team last year um you know we were literally last and uh now we are leading the world championship so it's a full credit to the team for the the turnaround we've managed to have in my 18 months here um you know first in terms of improving the car but helping me improve as well um you know results like this definitely weren't possible 12 months ago for myself so um it's a a massive team effort and um yeah excited to see what the the future holds,1,Piastri
uh not well not into like into link but 81 was the number I had when I raced carts in Australia so uh whenever I've had a free choice cuz in like the junior categories you don't really get a choice whenever I had a free choice I always shows 81 so it went through F1,1,Piastri
uh I mean I I was a very compe I mean still am a competitive person but I was a very competitive kid in everything basically so uh before I kind of got into cars and racing uh I mean I just like playing all kinds of sports but even at school like with my school work I was very competitive in trying to get it right and also doing it as as quickly as I could uh so I always wanted to be the first one finished um so I was just always very competitive growing up and then that naturally translated to cars and racing uh when I got involved in that but yeah I think that competitiveness is something I was born with. I don't know how uh how successful you're going to be if you're not very competitive,1,Piastri
uh I I would say yes mostly um it like I think my personality is pretty relaxed and calm as it is I mean there's been conscious effort on that as well uh I mean not in terms of uh curing a personality but in terms of uh making sure I'm in their right head space when I'm in the car um so I think you know maybe it came a bit more naturally than it does for for some others um but it was was still a conscious effort to to try and make sure I'm always in that head space uh because there are Still Moments you know most SP can be pretty frustrating at the best of times so uh it's yeah I would say combination of just how I kind of am naturally and then uh also having a conscious effort to to keep it that way and um yeah just be a professional really,1,Piastri
uh I mean to be honest I think in terms of uh like you know I knew when I when I know obviously I'm from Australia so I had to go to Europe to to race in all these categories and and try and become an F1 driver so I think that first initial leap comes with a pretty big responsibility with it kind of you know like you know you're leaving a family and Australia friends I lived with my dad for about 6 months and then went to boarding school in the UK so you learn to to grow up pretty quickly um but also I think for me it never I guess maybe in some ways it was Blissful ignorance uh of of the situation I was in but I always kind of knew that you know my first goal in racing was to become a professional I of course would have loved to have been in F1 uh as my first choice but at the end of the day I just wanted to have my job be a race car driver and that was that was good enough for me but of course I wanted to set my aims as high as I could so uh going to Europe and and kind of chasing the Dream of F1 was was very cool you know ,1,Piastri
you're racing against the best of the best and for me that's what I I really enjoy eny and enjoyed at the time about racing you know I was proving myself against the best kids in the world and you know it's it's a pretty surreal position to be in when you're you're at that level so that was was what I really enjoyed and I kind of knew that you know if if it didn't work out for me in Europe then then I had the opportunity to go and and try and race back in Australia yeah of course there was no success guarantee that I was going to succeed in that but um yeah I kind of aimed for F1 and if I didn't make it then I would have been disappointed but I knew I had potentially other options so I think having that perspective on things was a help uh and also just you know being realistic about my chances of F1 it's like you said there's a lot of drivers that don't get the opportunity or don't make it to F1 so uh you know I knew that it was going to be um a very good opportunity if I got to F1 rather than uh let's say a given or or something I missed,1,Piastri
I was yeah not not in the greatest of moods obviously um but yeah I think we kind of knew going into the year it was going to be uh a bit more difficult than we we would have liked um so I think the expectations were set pretty early on you know Notting our hopes too high um so I kind of knew what to expect but also at the same time you know I knew regardless of where the car was I had a hell of a lot to learn and and improve and develop um so I was not that concerned at that point of time where the car was I just wanted to make sure that you know I was doing a good enough job to kind of cement my future in in F1 because I me it's one thing getting an opportunity F1 it's another thing maintaining it and making a career out of it so that was kind of my first thing that I wanted to to do uh of course I would have loved the car to have been a bit quicker from the start but um at that point in in time I just wanted to try and prove myself and drive and you know I was enjoying just being in F1 I had a year out the year before got to watch everyone else race uh so it was just nice to be back in a race car doing doing what I love so,1,Piastri
I'm not sure I would ever say it was a good car um but I mean in some ways it it took a little bit of pressure off me and maybe put more pressure on the team but I I think there was always going to be comparisons to Lando when I when I jumped in uh you know I think with um with you know the results I had in my junior career with my entrance into F1 there was a lot of expectations uh on that so I think regardless of whether the car was basically last where it was or whether it was one of the quickest I was always going to be compared um and you know almost when you're in that position people are expecting you know a kind of standout result where you finish out of position in some ways so I don't think it lowered the pressure that much just because those comparisons were always going to be there,1,Piastri
uh I mean I think the big thing for me was that you know I felt really uh wanted and appreciated by the team I guess you know it was it was you know I think we all know it wasn't a straightforward entry for me into F1 and uh McLaren really showed a lot of a lot of trust a lot of faith in me uh and and ultimately gave me my my chance in F1 so I think that sense of of being wanted and desired to be in the team that was a massive help uh you know the team at that point in time were were a solid Midfield team and uh with a lot of history of course which is is always nice to um you know to race for a team with so much history like McLaren but I think for me really that sense of being wanted was a massive draw card um you know and I think I I thought the team had potential I admittedly probably not as as much potential as we've shown in the last 18 months I thought maybe we'd get there one day I thought maybe we'd get there one day but I didn't expect that day to be a year and a half in so um yeah just that sense of of being wanted and uh yeah being being off with the opportunity was really what what draw me to Mclaren,1,Piastri
I mean I think you know I never really like putting it down to to one person and I know the person that I'm going to mention doesn't like it either but I think Andrea Stella has been a massive you know a massive benefit to to this team obviously has been here for for a while but I think him as a leader,1,Piastri
in the team principal role has been uh you know nothing short of incredible um I know he doesn't like to take the credit for it uh that much but it's it's true he's been an incredible leader and you know a lot of this success wouldn't have been possible without his leadership I'm not saying that he redid everything himself but you need you need a leader you need someone to guide you through through the tough times and Andrea was was fantastic at that so um yeah I think he's been incredible I think Zach as well has always been very very energetic uh and very enthusiastic and wanting to get through the tough times but yeah I would put you know a lot of the success down to Andrea in in his leadership uh I think in terms of myself on Lando I think we've always from day one had very similar feedback about the car and what we want from the car which I think is always helpful for the team when they can go in in basically one direction yeah ,1,Piastri
but also I think we've been pushing each other as well you know I think for me it was was obvious Lando was going to be a strong Benchmark coming into F1 uh and you know I like to think that that hopefully we've been able to boost each other a bit you know I think he's definitely taught me a lot of things in F1 and hopefully I've taught him a couple of things in our pretty short time together so far so um I think you know from the technical side of view side of things we've been helpful for the team but I think also for each other we've pushed each other to to a you know a higher level as well which is ultimate what you want as team,1,Piastri
uh yeah he would have been he would have been pretty happy he would have been very happy I think first he wouldn't have believed it that it was him but he would have been incredibly happy uh I don't think he probably would have gone through like the the pride and the emotions of it but he probably would have been like hell yeah this won my first F1 race uh and I mean that's kind of like how I was a bit as well even crossing the line uh maybe a bit more a sense of relief uh but um no it was it was very very cool and I think you know young me uh probably would have said you were dreaming uh if if you know if I told him that so uh that was was cool ,1,Piastri
yeah I mean it was obviously a uh a very intricate situation you know it's the first time I know McLaren had a onew a few years ago in Monza but it's been a long time since we've had a onew purely on on Merit um and uh you I think the team got got some flak for you know what was a cautious decision um but ultimately we wanted to protect a one two at the end of the day uh and you know I think it's the the trust that they have in Lando and I that they uh you know swapped us around like that knowing that it would would be swapped back yeah of course when you're fighting for first and second and you get I guess put into the lead of a race it's it's a very difficult situation because you know doesn't doesn't come around every day um but you know I think it's that underlying trust with us all that mean that that things like this are possible you know I think decisions like that and and communication like that I don't think is possible at every at every team so um yeah I mean yes we got a bit of clack for it and it was a new experience for us you know we've not been in that position before yeah um but I think we handled it very well in terms of trying to secure a one two uh and I think we did what was was very fair,1,Piastri
